cell,dataset,selector,expected_candidate_count,planned_k,preparation_group,score_group,selection_group,configuration
aagu015-s-citeseer-seed42-r0.01/b_param_hutch,CiteSeer,b_param_hutch,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,dc548a5f1852415deaf63d62f7f6f4786ab6df55c3e3018884ede8f9fe9fd850,5f9d05854ce7d5d8b4ee485d5be7530487e11593c790c10994854b297f743228,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/r_point,CiteSeer,r_point,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,2c38af7c8e4965103d551f834ba3813e519de6ba0d6c9c80609cecd10268c5c4,f08150e5207ea2b3722844d8ffcb4566b9ac016d16e6c59f41e4ca33b41df342,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/gt_simple,CiteSeer,gt_simple,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,3b2b1963056620ea69a4d4e5deb56a21d7a762e71274c076f34a2847e4c426a3,aa82262093ddca93e93ddd2c338bca10246b853633b6139c7295d2cacf34a1b6,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/gt_full,CiteSeer,gt_full,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,118604f84da90d91c432edde198697126fcd1a85a286f7a8679aea978a9f566b,7bd63db3c501f7167074a73dabbcfbf3d23579d90a6904ddf31a0548f5cf5e18,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/p_point,CiteSeer,p_point,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,42fd734006234fceef6f416567731c33d74ccc777041cb0f79ded849c0ce40d8,bbd7878c50ba093a2e183e93713646ab858c83ca589b34ad329ed74533bb8fce,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/p_simple,CiteSeer,p_simple,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,c77cb097ebe25f5f41596ffd7f6ef6822bdf0c5bdfceaa618598f6608c72997a,3266effa4f836cd199b99637a7adc769058e486e69de90996ace1b0e3f420686,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/p_graph,CiteSeer,p_graph,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,38f725829ff622cf89cc8576d3fcce2c796472538336ce67a5806da151b859e3,519fadb93e207658eed964d56c6f2f085291f79e41fc365e2a033bdc87b68e5b,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/tracin_cp_point_3,CiteSeer,tracin_cp_point_3,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,edc64b950fbc8bb868461aa6078586beed93c381762e8297ba5bdf1cdd9f2ac4,4312efc9663111eb2c1a630b3f7c4ba9c59770a6eb3329f5c53466846357838e,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/tracin_cp_point_6,CiteSeer,tracin_cp_point_6,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,7bf92923370f1a0207035e6fc560de8b5fc030963fdcc3fb63e3874282d0a906,eef8d7e4270a599319ef53dc36011b9b1fc1f2466ddd630d906f75527825e263,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/tracin_cp_simple_3,CiteSeer,tracin_cp_simple_3,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,fb73f743823c82ee8656e9d594e7def3482a06d2f7a98b162b4c7348eaa23863,e76c068a2e2bca937c6c2dc994a0a3d40a79290e712d66628ef3c1ddb72e2570,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/tracin_cp_simple_6,CiteSeer,tracin_cp_simple_6,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,55972d7837e90c2fd9e4906288c4232559090aa189445ebbcd9db06bfc55296b,906851fd5ffcf9bb20368170d079ad40b777ed106c9c42ae15b3a89c70a9ba1f,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/tracin_cp_graph_3,CiteSeer,tracin_cp_graph_3,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,570952905b5e801e6d3a3118e90742480fca1938ccadf552422b96f156bd21eb,b37dab0fffe8d9e05997a4fc13a01eed6a2b1d5dd1f4d04455a5807534e97f14,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/tracin_cp_graph_6,CiteSeer,tracin_cp_graph_6,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,c7cb746b79f89e7e4394b7b99b10b160d8b8e56b7b3154a64f77cb91981e1ce3,689f5852d21c487211569d205d9926976d05c70e22c74c4f256ce3fc172fb781,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.01/legacy,CiteSeer,legacy,2328,23,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,89d291f99fbd29f3d27667ebff6addcb391fe3ac84420791b4500639fcbc108a,563bdb802780eb8a8d9a34b9d185caf703ef634c8af137fa01e434283aecc0f3,generated/stage_s/citeseer-seed42-r0.01.yaml
aagu015-s-citeseer-seed42-r0.05/degree,CiteSeer,degree,2328,116,,9286a88496aa5177c5af9baeecc532798f523cda891b36b0ae8f545748394047,0cc516905a0425d943cde830993e94a70abc65b81c55a35435eb82fd8d31037d,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/random,CiteSeer,random,2328,116,,8e9498dd584670a939cc00b2e34a0b4f23079a7826fbbf01fd33a2e8c399b979,002843dcd22b01230d3115f2223446f61f36a89dd589b9bfc2610662fcb99456,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/a_grad_norm,CiteSeer,a_grad_norm,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,6c135ee104e9deac5c269a7afada5882f89287cc0171c011465af7038fdf8639,63c981bcac916a0173dbf2ef6b235558cca36d75a611d2da4f72148b7ba1dc51,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/b_param_hutch,CiteSeer,b_param_hutch,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,dc548a5f1852415deaf63d62f7f6f4786ab6df55c3e3018884ede8f9fe9fd850,f46c292763ce5b8e5d7624f12d2e896bb1ba68f050b2288c218abcf0c0d0b5b9,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/r_point,CiteSeer,r_point,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,2c38af7c8e4965103d551f834ba3813e519de6ba0d6c9c80609cecd10268c5c4,64e114aa53a053f2bacf806e2f0ecd9d21e7dd16178b0ceb0fce85c1b0b65c13,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/gt_simple,CiteSeer,gt_simple,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,3b2b1963056620ea69a4d4e5deb56a21d7a762e71274c076f34a2847e4c426a3,9f0d9c79fb486326ad37cdb5ccedb3a789ea19ffe69438c70bd407ac46543eb1,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/gt_full,CiteSeer,gt_full,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,118604f84da90d91c432edde198697126fcd1a85a286f7a8679aea978a9f566b,7135ae9788545429d6a3db6f9260272b8f22716584041342a792fe630ee84341,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/p_point,CiteSeer,p_point,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,42fd734006234fceef6f416567731c33d74ccc777041cb0f79ded849c0ce40d8,646d9dcf3ea43ffc31ef65163301767bd0586ca81ac5a779549f50d69117172c,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/p_simple,CiteSeer,p_simple,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,c77cb097ebe25f5f41596ffd7f6ef6822bdf0c5bdfceaa618598f6608c72997a,1783c8c23b3048dfc493e9ff8db005b1ff36514eb702bbf49a0c38b5d91b5454,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/p_graph,CiteSeer,p_graph,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,38f725829ff622cf89cc8576d3fcce2c796472538336ce67a5806da151b859e3,51e05682e917f770e0afb0fbd755d971222ca94167fcae19c709d0739e15ac59,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/tracin_cp_point_3,CiteSeer,tracin_cp_point_3,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,edc64b950fbc8bb868461aa6078586beed93c381762e8297ba5bdf1cdd9f2ac4,6823cffb09e83cd0a42111a792245e5dc64a6543dfdbb89b861361469977bf76,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/tracin_cp_point_6,CiteSeer,tracin_cp_point_6,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,7bf92923370f1a0207035e6fc560de8b5fc030963fdcc3fb63e3874282d0a906,a5c492ede46ac02dfa19214eaaa40d09101058ac9fd9eada048dcea29bcf05f3,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/tracin_cp_simple_3,CiteSeer,tracin_cp_simple_3,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,fb73f743823c82ee8656e9d594e7def3482a06d2f7a98b162b4c7348eaa23863,76eb2c1bb87a5534cc3ba935fc8d98348b9cd24609f4bcff9b5eb0575ed00d5e,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/tracin_cp_simple_6,CiteSeer,tracin_cp_simple_6,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,55972d7837e90c2fd9e4906288c4232559090aa189445ebbcd9db06bfc55296b,1e37f3ffd9deb4caf17b2e4a956360d6e68029213b8cac4e03235a9971ea72f0,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/tracin_cp_graph_3,CiteSeer,tracin_cp_graph_3,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,570952905b5e801e6d3a3118e90742480fca1938ccadf552422b96f156bd21eb,1cde47721d3b6029b524d4c472c30b9450bb09d5661bc44894c079518e3bc994,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/tracin_cp_graph_6,CiteSeer,tracin_cp_graph_6,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,c7cb746b79f89e7e4394b7b99b10b160d8b8e56b7b3154a64f77cb91981e1ce3,64e632c7db0e93583c4a3d751d1bbdd62ef154d2e79bfc02677d9de54176f281,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-citeseer-seed42-r0.05/legacy,CiteSeer,legacy,2328,116,2e01ea55a5d83ee56b1b6c3ba0cd7a13d15273393da54079c837b11e19a03b3b,89d291f99fbd29f3d27667ebff6addcb391fe3ac84420791b4500639fcbc108a,e8a6e4a8383896940196a37c5c267d5295fbbe15606a5db2bfba3c5cd7bc405d,generated/stage_s/citeseer-seed42-r0.05.yaml
aagu015-s-cora-seed2024-r0.01/degree,Cora,degree,1895,18,,b842bd89b0e8fbd170b1500d1e622b2468e44c3c4d4d589469246fd317d39db6,8d2cb591425faae6aee500898f08b8d44beb41e56c743993b4a52baebe6d196d,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/random,Cora,random,1895,18,,1ae8db7f649b2b4f6a622a996c71db5665f210811d31f21a3ccae2e8fd9e883a,0308eaf879f6c5e02cc30b8fffa4b3938144f20bc94c5d39df24f35f49908703,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/a_grad_norm,Cora,a_grad_norm,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,bac51e1f88959601eb2a9d3e11ea84ace2b3bf1aeea77f986286020361726138,f479b0914c1c43d060625e43d8b3cb82efb2c1674a493815295602afb7ef7c24,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/b_param_hutch,Cora,b_param_hutch,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,3863c12ebe34d5339acc11ffadef16bf96205839a564d82cc711ab33c2c4bd38,47c6300e431e7f440791199f9c9a0eafbd1a2068bd3446c27f3817ec39ee9080,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/r_point,Cora,r_point,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,d8be7c21506d26830ea2e0a647494a3afe604d62b5d67c7c0c0eb040a3b9bdc8,9763406c47aa164561da9cb4a92c48bfe14d2f9a8f5003f161d41d04e55dbf94,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/gt_simple,Cora,gt_simple,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,fe9a801e3349fc5e43b0e38c7718b71b7f1912308e22c7a551635bd10f6872ef,e3a5f1a7aed59da041a396f687af14bf6eb34ae89750a34dd11416acd653480d,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/gt_full,Cora,gt_full,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,911b9db801781b304512a8c5e2ac61fc9c6127a29a419bd8ac4a43d89640bfd6,b6c71af60313ccdb828e7462535147946240e47f0307fc6e9b8fc48723094421,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/p_point,Cora,p_point,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,82bb4ba8f9e4a654ea2d674171271118d157d506c598b19324fdebdb4d09ed29,356761c44b0ff668246c9367a0d97ceb07622d89634e3307d15113d03c3eee88,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/p_simple,Cora,p_simple,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,971c465899148d54676dc119fb08fd099d1da0d78eb1926384bef15a61e1ab55,7cb2037191090e26f15955458bd985c4c9329fff491f6f3ff02dac90e03eef0b,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/p_graph,Cora,p_graph,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,5340b7c08edc95c9bf027d26d668cfd1384765f7b0d1684ae1cc7334bd2c9d6f,1663e72bc869e4f29f8473103e258049e691ac039606501c75fdfa6e2613728a,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/tracin_cp_point_3,Cora,tracin_cp_point_3,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,6212bcce4e7e2263be54769462a5e4c3ef9b9ccadb84aca332265b908032654b,0de6ebfa468a9e621ec0e8d117e464a4b368d3a36f3a42574127345158231305,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/tracin_cp_point_6,Cora,tracin_cp_point_6,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,a8bb4a41f76bcecdc9629791689b5d7ace8a51abcb69e45b7d24578df465186e,937bb4718a136e4e070d1c779ebc1ed622e0b81691745f431f76ce323074801c,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/tracin_cp_simple_3,Cora,tracin_cp_simple_3,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,6b4ecc6047b9fb9229981c5b224857498d68796ffad3804759bd3ece1ca41f53,4f3cb5dd2cf0462c73a91bd2631ee6b6dbfd08284ddce57035abf0e26ff89ba5,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/tracin_cp_simple_6,Cora,tracin_cp_simple_6,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,51492a432169cac5b4cfa30a591390f80781bf5a66d8c440c4a75b789a22928c,18e58fb6a2830121ea2312ef757c57233e273a38ac2f9c75712e4fec8d1b4d5e,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/tracin_cp_graph_3,Cora,tracin_cp_graph_3,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,98707447a12e780f1413404eaac3d57c0233ac5edc7caa49f9a0f918861f72d7,bd39a1ace9ff595382aae4ef620165c8b650f70e15fb4646d00c9122e9298616,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/tracin_cp_graph_6,Cora,tracin_cp_graph_6,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,ecc074f7df30c94934c551294961e9e77d10d7e94fee2aed5c1a4bbde66503a6,b1f2be9a3301345acf76ad19a28a32885992ba2eb9fd98a6a7706526737c1765,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.01/legacy,Cora,legacy,1895,18,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,5a2e5e68b82add04e35979ef13bf2e5d5c92b813bc49684c21939522a4290ba7,800e7743bfdfd9385416b214619c14174aa084daee3fc2a36d6bd400f1368b2d,generated/stage_s/cora-seed2024-r0.01.yaml
aagu015-s-cora-seed2024-r0.05/degree,Cora,degree,1895,94,,b842bd89b0e8fbd170b1500d1e622b2468e44c3c4d4d589469246fd317d39db6,dcb84ca525ebab399bb2a8db226e3126e2fc369b2c8ff106ebcbc8690619abe5,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/random,Cora,random,1895,94,,1ae8db7f649b2b4f6a622a996c71db5665f210811d31f21a3ccae2e8fd9e883a,594cd2f8573a54113299ba61fccbff9fb522cad29efee047efa76ec60873c18a,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/a_grad_norm,Cora,a_grad_norm,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,bac51e1f88959601eb2a9d3e11ea84ace2b3bf1aeea77f986286020361726138,78937515bff2622c86dd37b84d6d0d822c827365181a7348c39c9ea5ee8b5603,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/b_param_hutch,Cora,b_param_hutch,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,3863c12ebe34d5339acc11ffadef16bf96205839a564d82cc711ab33c2c4bd38,a262f6039a03e4cae2921af818547bc624248d050a8fdeaf0ae1bf23ab214731,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/r_point,Cora,r_point,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,d8be7c21506d26830ea2e0a647494a3afe604d62b5d67c7c0c0eb040a3b9bdc8,6fc232d28aa07e6f05d38733b6cce095582ccbd0b4cea129926a0d4df63f3303,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/gt_simple,Cora,gt_simple,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,fe9a801e3349fc5e43b0e38c7718b71b7f1912308e22c7a551635bd10f6872ef,50833691653a694362152c8897fc6b210f3e13317757129e9c327db492221b33,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/gt_full,Cora,gt_full,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,911b9db801781b304512a8c5e2ac61fc9c6127a29a419bd8ac4a43d89640bfd6,ca8337e1150373e9410484d71a4e308289095a0b589d909338636734e31ecada,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/p_point,Cora,p_point,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,82bb4ba8f9e4a654ea2d674171271118d157d506c598b19324fdebdb4d09ed29,74f7c0a0176e4a3c2d75572c06d15840cdc83086a36c386703679a67d010d616,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/p_simple,Cora,p_simple,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,971c465899148d54676dc119fb08fd099d1da0d78eb1926384bef15a61e1ab55,2519ce6c7e2ad9f0068de9bc16b2a81f969c382e8808c0ab90cef57323dfea49,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/p_graph,Cora,p_graph,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,5340b7c08edc95c9bf027d26d668cfd1384765f7b0d1684ae1cc7334bd2c9d6f,f4a65e30b5a4821c287aba95fa898b8d3f05f9b8adb2e9effe18f58e9d640e7f,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/tracin_cp_point_3,Cora,tracin_cp_point_3,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,6212bcce4e7e2263be54769462a5e4c3ef9b9ccadb84aca332265b908032654b,7ecd4968c1fa43d429ae57a5f304ae04f8b9a90d2feb403adb1a00c58bed961d,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/tracin_cp_point_6,Cora,tracin_cp_point_6,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,a8bb4a41f76bcecdc9629791689b5d7ace8a51abcb69e45b7d24578df465186e,8d89e1964fbc2b656d460a437a76fadafcd396603f81d1ab23def342f6976929,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/tracin_cp_simple_3,Cora,tracin_cp_simple_3,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,6b4ecc6047b9fb9229981c5b224857498d68796ffad3804759bd3ece1ca41f53,325d414bd7d09fe5f2ef06ae39a75033af1df785d49267973cbc53128fd24fd3,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/tracin_cp_simple_6,Cora,tracin_cp_simple_6,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,51492a432169cac5b4cfa30a591390f80781bf5a66d8c440c4a75b789a22928c,80f2e9a703d176a89c90ba84b8a164bcfc1adc6933582771f536ea77da8501c9,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/tracin_cp_graph_3,Cora,tracin_cp_graph_3,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,98707447a12e780f1413404eaac3d57c0233ac5edc7caa49f9a0f918861f72d7,279beb427e7ae2cc9e14b1410d27d7108854c25e30a411841e34f79e36b11172,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/tracin_cp_graph_6,Cora,tracin_cp_graph_6,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,ecc074f7df30c94934c551294961e9e77d10d7e94fee2aed5c1a4bbde66503a6,f5e48f7dbd27f33366b8795f01f8b6c36a80d972ca79450c20a48c8abd803af3,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed2024-r0.05/legacy,Cora,legacy,1895,94,e19a5f6d3d6dcc3d971633b1941027f76f942fb7b1ee167b623161bf1e8a321d,5a2e5e68b82add04e35979ef13bf2e5d5c92b813bc49684c21939522a4290ba7,f66125ead180196c0d617faa6dc1ce4ac31788925bac57e3679bdfe5d608abd1,generated/stage_s/cora-seed2024-r0.05.yaml
aagu015-s-cora-seed212-r0.01/degree,Cora,degree,1895,18,,b842bd89b0e8fbd170b1500d1e622b2468e44c3c4d4d589469246fd317d39db6,8d2cb591425faae6aee500898f08b8d44beb41e56c743993b4a52baebe6d196d,generated/stage_s/cora-seed212-r0.01.yaml
aagu015-s-cora-seed212-r0.01/random,Cora,random,1895,18,,1ae8db7f649b2b4f6a622a996c71db5665f210811d31f21a3ccae2e8fd9e883a,0308eaf879f6c5e02cc30b8fffa4b3938144f20bc94c5d39df24f35f49908703,generated/stage_s/cora-seed212-r0.01.yaml
aagu015-s-cora-seed212-r0.01/a_grad_norm,Cora,a_grad_norm,1895,18,96e63dad0d1ad653daf5eda6739c806820429dd6642776b8417d65dc0f9d5335,a09f7ef1a4ff9bd4b61d012b15480e688f2a60f2936c0b94e94a12e7c6e37537,4c16d0fc7cea87c20712ad979a6ed2021a33699b28d3e0c2c598924614027e7e,generated/stage_s/cora-seed212-r0.01.yaml
aagu015-s-cora-seed212-r0.01/b_param_hutch,Cora,b_param_hutch,1895,18,96e63dad0d1ad653daf5eda6739c806820429dd6642776b8417d65dc0f9d5335,9c1d1852f84bdcf764d3541ee99e4b2877f55fbb422964ad691fdafc1a3a3c4f,035390dc99f473eb56198791a006417e7be1e637d78ef0a01a3af41a37bb0314,generated/stage_s/cora-seed212-r0.01.yaml
aagu015-s-cora-seed212-r0.01/r_point,Cora,r_point,1895,18,96e63dad0d1ad653daf5eda6739c806820429dd6642776b8417d65dc0f9d5335,9e90c2b7164535d55a624170a4525a457a72659eeef3d3547bda98bc5c96aeea,4aa61f0b11def8b04d14837d73280d11a0c8df530001d855c4fbc77a0438e629,generated/stage_s/cora-seed212-r0.01.yaml
aagu015-s-cora-seed212-r0.01/gt_simple,Cora,gt_simple,1895,18,96e63dad0d1ad653daf5eda6739c806820429dd6642776b8417d65dc0f9d5335,15c916d5e33665b1148f96336dd4b5a09cb7414426b4bd424283894971570fd2,05326f9533fe3dfd7ae673ff4522fc82fbca23055085bde4c658a76341be288f,generated/stage_s/cora-seed212-r0.01.yaml
